Latitude,Longitude,Timestamp,temp,name
60.12735,19.90038,2024-01-01 03:00:00,-10.1,Jomala Maarianhamina lentoasema
60.12735,19.90038,2024-01-01 04:00:00,-8.9,Jomala Maarianhamina lentoasema
60.12735,19.90038,2024-01-01 05:00:00,-5.7,Jomala Maarianhamina lentoasema
60.12735,19.90038,2024-01-01 06:00:00,-5.7,Jomala Maarianhamina lentoasema
60.12735,19.90038,2024-01-01 07:00:00,-5.4,Jomala Maarianhamina lentoasema
60.12735,19.90038,2024-01-01 08:00:00,-5.7,Jomala Maarianhamina lentoasema
60.12735,19.90038,2024-01-01 09:00:00,-6.1,Jomala Maarianhamina lentoasema
60.12735,19.90038,2024-01-01 10:00:00,-6.3,Jomala Maarianhamina lentoasema
59.77909,21.37479,2023-12-28 11:00:00,2.0,Parainen Utö
59.77909,21.37479,2023-12-28 12:00:00,1.1,Parainen Utö
59.77909,21.37479,2023-12-28 13:00:00,1.3,Parainen Utö
59.77909,21.37479,2023-12-28 14:00:00,1.2,Parainen Utö
59.77909,21.37479,2023-12-28 15:00:00,1.6,Parainen Utö
59.77909,21.37479,2023-12-28 16:00:00,1.4,Parainen Utö
59.77909,21.37479,2023-12-28 17:00:00,1.4,Parainen Utö
59.77909,21.37479,2023-12-28 18:00:00,1.3,Parainen Utö
59.77909,21.37479,2023-12-28 19:00:00,1.6,Parainen Utö
59.77909,21.37479,2023-12-28 20:00:00,1.9,Parainen Utö
59.77909,21.37479,2023-12-28 21:00:00,2.1,Parainen Utö
59.77909,21.37479,2023-12-28 22:00:00,2.3,Parainen Utö
59.77909,21.37479,2023-12-28 23:00:00,2.4,Parainen Utö
59.77909,21.37479,2023-12-29 00:00:00,2.4,Parainen Utö
59.77909,21.37479,2023-12-29 01:00:00,2.5,Parainen Utö
59.77909,21.37479,2023-12-29 02:00:00,2.6,Parainen Utö
59.77909,21.37479,2023-12-29 03:00:00,2.1,Parainen Utö
59.77909,21.37479,2023-12-29 04:00:00,1.3,Parainen Utö
59.77909,21.37479,2023-12-29 05:00:00,1.4,Parainen Utö
59.77909,21.37479,2023-12-29 06:00:00,1.8,Parainen Utö
59.77909,21.37479,2023-12-29 07:00:00,2.1,Parainen Utö
59.77909,21.37479,2023-12-29 08:00:00,2.5,Parainen Utö
59.77909,21.37479,2023-12-29 09:00:00,2.9,Parainen Utö
59.77909,21.37479,2023-12-29 10:00:00,2.8,Parainen Utö
59.77909,21.37479,2023-12-29 11:00:00,3.2,Parainen Utö
59.77909,21.37479,2023-12-29 12:00:00,4.0,Parainen Utö
59.77909,21.37479,2023-12-29 13:00:00,4.1,Parainen Utö
59.77909,21.37479,2023-12-29 14:00:00,3.8,Parainen Utö
59.77909,21.37479,2023-12-29 15:00:00,3.3,Parainen Utö
59.77909,21.37479,2023-12-29 16:00:00,3.3,Parainen Utö
59.77909,21.37479,2023-12-29 17:00:00,2.4,Parainen Utö
59.77909,21.37479,2023-12-29 18:00:00,1.4,Parainen Utö
59.77909,21.37479,2023-12-29 19:00:00,1.4,Parainen Utö
59.77909,21.37479,2023-12-29 20:00:00,1.5,Parainen Utö
59.77909,21.37479,2023-12-29 21:00:00,1.1,Parainen Utö
59.77909,21.37479,2023-12-29 22:00:00,1.2,Parainen Utö
59.77909,21.37479,2023-12-29 23:00:00,1.4,Parainen Utö
59.77909,21.37479,2023-12-30 00:00:00,1.3,Parainen Utö
59.77909,21.37479,2023-12-30 01:00:00,1.5,Parainen Utö
59.77909,21.37479,2023-12-30 02:00:00,1.0,Parainen Utö
59.77909,21.37479,2023-12-30 03:00:00,1.1,Parainen Utö
59.77909,21.37479,2023-12-30 04:00:00,1.2,Parainen Utö
59.77909,21.37479,2023-12-30 05:00:00,0.7,Parainen Utö
59.77909,21.37479,2023-12-30 06:00:00,0.8,Parainen Utö
59.77909,21.37479,2023-12-30 07:00:00,0.6,Parainen Utö
59.77909,21.37479,2023-12-30 08:00:00,0.3,Parainen Utö
59.77909,21.37479,2023-12-30 09:00:00,0.2,Parainen Utö
59.77909,21.37479,2023-12-30 10:00:00,0.1,Parainen Utö
59.77909,21.37479,2023-12-30 11:00:00,0.0,Parainen Utö
59.77909,21.37479,2023-12-30 12:00:00,-0.3,Parainen Utö
59.77909,21.37479,2023-12-30 13:00:00,-0.4,Parainen Utö
59.77909,21.37479,2023-12-30 14:00:00,-0.8,Parainen Utö
59.77909,21.37479,2023-12-30 15:00:00,-1.2,Parainen Utö
59.77909,21.37479,2023-12-30 16:00:00,-1.6,Parainen Utö
59.77909,21.37479,2023-12-30 17:00:00,-1.9,Parainen Utö
59.77909,21.37479,2023-12-30 18:00:00,-2.4,Parainen Utö
59.77909,21.37479,2023-12-30 19:00:00,-2.8,Parainen Utö
59.77909,21.37479,2023-12-30 20:00:00,-2.8,Parainen Utö
59.77909,21.37479,2023-12-30 21:00:00,-3.0,Parainen Utö
59.77909,21.37479,2023-12-30 22:00:00,-3.0,Parainen Utö
59.77909,21.37479,2023-12-30 23:00:00,-3.2,Parainen Utö
59.77909,21.37479,2023-12-31 00:00:00,-3.5,Parainen Utö
59.77909,21.37479,2023-12-31 01:00:00,-3.7,Parainen Utö
59.77909,21.37479,2023-12-31 02:00:00,-3.9,Parainen Utö
59.77909,21.37479,2023-12-31 03:00:00,-4.7,Parainen Utö
59.77909,21.37479,2023-12-31 04:00:00,-5.4,Parainen Utö
59.77909,21.37479,2023-12-31 05:00:00,-5.6,Parainen Utö
59.77909,21.37479,2023-12-31 06:00:00,-5.7,Parainen Utö
59.77909,21.37479,2023-12-31 07:00:00,-6.4,Parainen Utö
59.77909,21.37479,2023-12-31 08:00:00,-6.0,Parainen Utö
59.77909,21.37479,2023-12-31 09:00:00,-5.8,Parainen Utö
59.77909,21.37479,2023-12-31 10:00:00,-6.2,Parainen Utö
59.77909,21.37479,2023-12-31 11:00:00,-5.8,Parainen Utö
59.77909,21.37479,2023-12-31 12:00:00,-5.7,Parainen Utö
